2026-04-07 09:36:11 | Precio A: 99.60 | Precio B: 101.38 | Diferencia: 1.78
2026-04-07 09:36:54 | Precio A: 100.03 | Precio B: 100.72 | Diferencia: 0.69
2026-04-07 09:36:55 | Precio A: 99.01 | Precio B: 100.31 | Diferencia: 1.30
2026-04-07 09:36:56 | Precio A: 100.12 | Precio B: 99.69 | Diferencia: -0.43
2026-04-07 09:36:58 | Precio A: 100.94 | Precio B: 100.57 | Diferencia: -0.37
2026-04-07 09:36:59 | Precio A: 99.45 | Precio B: 101.03 | Diferencia: 1.57
2026-04-07 09:37:00 | Precio A: 99.20 | Precio B: 99.63 | Diferencia: 0.43
2026-04-07 09:37:01 | Precio A: 99.25 | Precio B: 101.04 | Diferencia: 1.79
2026-04-07 09:37:02 | Precio A: 100.21 | Precio B: 100.60 | Diferencia: 0.39
2026-04-07 09:37:03 | Precio A: 99.29 | Precio B: 101.39 | Diferencia: 2.10
2026-04-07 09:37:04 | Precio A: 99.01 | Precio B: 100.88 | Diferencia: 1.87
2026-04-07 09:37:08 | Precio A: 99.71 | Precio B: 100.47 | Diferencia: 0.76
2026-04-07 09:37:09 | Precio A: 100.93 | Precio B: 99.65 | Diferencia: -1.27
2026-04-07 09:37:10 | Precio A: 100.28 | Precio B: 99.72 | Diferencia: -0.56
2026-04-07 09:37:11 | Precio A: 99.35 | Precio B: 101.10 | Diferencia: 1.75
2026-04-07 09:37:14 | Precio A: 100.22 | Precio B: 99.78 | Diferencia: -0.44
2026-04-07 09:37:15 | Precio A: 99.13 | Precio B: 100.83 | Diferencia: 1.69
2026-04-07 09:37:16 | Precio A: 99.86 | Precio B: 101.27 | Diferencia: 1.41
2026-04-07 09:37:17 | Precio A: 99.74 | Precio B: 100.59 | Diferencia: 0.85
2026-04-07 09:37:21 | Precio A: 99.45 | Precio B: 100.93 | Diferencia: 1.48
2026-04-07 09:37:22 | Precio A: 99.15 | Precio B: 100.21 | Diferencia: 1.06
2026-04-07 09:37:23 | Precio A: 99.01 | Precio B: 99.87 | Diferencia: 0.86
2026-04-07 09:37:24 | Precio A: 99.51 | Precio B: 100.97 | Diferencia: 1.46
2026-04-07 09:37:25 | Precio A: 100.36 | Precio B: 100.75 | Diferencia: 0.39
2026-04-07 09:37:26 | Precio A: 100.63 | Precio B: 99.78 | Diferencia: -0.85
2026-04-07 09:37:28 | Precio A: 99.57 | Precio B: 101.37 | Diferencia: 1.80
2026-04-07 09:37:29 | Precio A: 100.19 | Precio B: 100.72 | Diferencia: 0.53
2026-04-07 09:37:30 | Precio A: 100.12 | Precio B: 100.60 | Diferencia: 0.48
2026-04-07 09:37:31 | Precio A: 100.76 | Precio B: 100.21 | Diferencia: -0.54
2026-04-07 09:37:32 | Precio A: 99.31 | Precio B: 101.26 | Diferencia: 1.95
2026-04-07 09:37:33 | Precio A: 100.78 | Precio B: 99.71 | Diferencia: -1.07
2026-04-07 09:37:36 | Precio A: 100.73 | Precio B: 100.02 | Diferencia: -0.71
2026-04-07 09:37:37 | Precio A: 99.72 | Precio B: 100.41 | Diferencia: 0.69
2026-04-07 09:37:39 | Precio A: 99.55 | Precio B: 100.65 | Diferencia: 1.10
2026-04-07 09:37:40 | Precio A: 100.73 | Precio B: 99.86 | Diferencia: -0.88
2026-04-07 09:37:41 | Precio A: 100.42 | Precio B: 101.20 | Diferencia: 0.78
2026-04-07 09:37:43 | Precio A: 100.17 | Precio B: 101.21 | Diferencia: 1.04
2026-04-07 09:37:44 | Precio A: 99.41 | Precio B: 100.29 | Diferencia: 0.88
2026-04-07 09:37:45 | Precio A: 99.70 | Precio B: 100.87 | Diferencia: 1.17
2026-04-07 09:37:46 | Precio A: 99.59 | Precio B: 100.78 | Diferencia: 1.19
2026-04-07 09:37:47 | Precio A: 100.65 | Precio B: 100.29 | Diferencia: -0.35
2026-04-07 09:37:48 | Precio A: 99.30 | Precio B: 100.79 | Diferencia: 1.49
2026-04-07 09:37:49 | Precio A: 100.25 | Precio B: 100.99 | Diferencia: 0.74
2026-04-07 09:37:50 | Precio A: 100.64 | Precio B: 100.17 | Diferencia: -0.47
2026-04-07 09:37:52 | Precio A: 99.37 | Precio B: 99.71 | Diferencia: 0.33
2026-04-07 09:37:53 | Precio A: 100.38 | Precio B: 100.04 | Diferencia: -0.34
2026-04-07 09:37:54 | Precio A: 99.31 | Precio B: 101.17 | Diferencia: 1.86
2026-04-07 09:37:55 | Precio A: 100.84 | Precio B: 99.56 | Diferencia: -1.29
2026-04-07 09:37:57 | Precio A: 100.69 | Precio B: 100.34 | Diferencia: -0.36
2026-04-07 09:37:58 | Precio A: 99.43 | Precio B: 101.04 | Diferencia: 1.61
2026-04-07 09:37:59 | Precio A: 99.17 | Precio B: 100.49 | Diferencia: 1.32
2026-04-07 09:38:00 | Precio A: 100.44 | Precio B: 99.90 | Diferencia: -0.54
2026-04-07 09:38:01 | Precio A: 99.05 | Precio B: 99.80 | Diferencia: 0.75
2026-04-07 09:38:02 | Precio A: 100.78 | Precio B: 99.46 | Diferencia: -1.32
2026-04-07 09:38:03 | Precio A: 99.70 | Precio B: 100.46 | Diferencia: 0.76
2026-04-07 09:38:04 | Precio A: 99.09 | Precio B: 100.97 | Diferencia: 1.88
2026-04-07 09:38:06 | Precio A: 99.45 | Precio B: 100.20 | Diferencia: 0.75
2026-04-07 09:38:07 | Precio A: 99.95 | Precio B: 100.98 | Diferencia: 1.03
2026-04-07 09:38:08 | Precio A: 99.64 | Precio B: 101.16 | Diferencia: 1.52
2026-04-07 09:38:09 | Precio A: 99.24 | Precio B: 101.33 | Diferencia: 2.09
2026-04-07 09:38:10 | Precio A: 99.06 | Precio B: 101.22 | Diferencia: 2.17
2026-04-07 09:38:11 | Precio A: 99.98 | Precio B: 101.18 | Diferencia: 1.20
2026-04-07 09:38:12 | Precio A: 100.19 | Precio B: 100.88 | Diferencia: 0.70
2026-04-07 09:38:14 | Precio A: 99.76 | Precio B: 100.25 | Diferencia: 0.49
2026-04-07 09:38:18 | Precio A: 99.05 | Precio B: 99.46 | Diferencia: 0.41
2026-04-07 09:38:19 | Precio A: 99.55 | Precio B: 101.29 | Diferencia: 1.74
2026-04-07 09:38:21 | Precio A: 100.50 | Precio B: 101.07 | Diferencia: 0.58
2026-04-07 09:38:22 | Precio A: 100.70 | Precio B: 99.98 | Diferencia: -0.72
2026-04-07 09:38:23 | Precio A: 100.77 | Precio B: 99.79 | Diferencia: -0.98
2026-04-07 09:38:24 | Precio A: 99.14 | Precio B: 101.16 | Diferencia: 2.02
2026-04-07 09:38:25 | Precio A: 100.19 | Precio B: 101.04 | Diferencia: 0.84
2026-04-07 09:38:26 | Precio A: 99.35 | Precio B: 99.70 | Diferencia: 0.35
2026-04-07 09:38:27 | Precio A: 99.25 | Precio B: 100.94 | Diferencia: 1.70
2026-04-07 09:38:28 | Precio A: 99.59 | Precio B: 100.19 | Diferencia: 0.60
2026-04-07 09:38:29 | Precio A: 100.78 | Precio B: 100.36 | Diferencia: -0.42
2026-04-07 09:38:30 | Precio A: 99.21 | Precio B: 100.67 | Diferencia: 1.46
2026-04-07 09:38:32 | Precio A: 99.84 | Precio B: 100.72 | Diferencia: 0.88
2026-04-07 09:38:34 | Precio A: 100.68 | Precio B: 100.23 | Diferencia: -0.45
2026-04-07 23:05:26 | Precio A: 99.16 | Precio B: 100.41 | Diferencia: 1.25
2026-04-07 23:05:27 | Precio A: 100.23 | Precio B: 100.70 | Diferencia: 0.47
2026-04-07 23:05:29 | Precio A: 100.61 | Precio B: 99.73 | Diferencia: -0.87
2026-04-07 23:05:30 | Precio A: 100.18 | Precio B: 100.53 | Diferencia: 0.35
2026-04-07 23:05:31 | Precio A: 100.48 | Precio B: 101.03 | Diferencia: 0.55
2026-04-07 23:05:32 | Precio A: 100.80 | Precio B: 99.40 | Diferencia: -1.39
2026-04-07 23:05:33 | Precio A: 100.19 | Precio B: 100.62 | Diferencia: 0.43
2026-04-07 23:05:34 | Precio A: 99.75 | Precio B: 100.79 | Diferencia: 1.04
2026-04-07 23:05:35 | Precio A: 100.97 | Precio B: 99.94 | Diferencia: -1.03
2026-04-07 23:05:36 | Precio A: 100.91 | Precio B: 101.36 | Diferencia: 0.45
2026-04-07 23:05:37 | Precio A: 99.31 | Precio B: 100.68 | Diferencia: 1.38
2026-04-07 23:05:38 | Precio A: 99.68 | Precio B: 100.33 | Diferencia: 0.65
2026-04-07 23:05:39 | Precio A: 99.78 | Precio B: 101.14 | Diferencia: 1.36
2026-04-07 23:05:41 | Precio A: 99.27 | Precio B: 100.62 | Diferencia: 1.35
2026-04-07 23:05:43 | Precio A: 100.42 | Precio B: 100.96 | Diferencia: 0.55
2026-04-07 23:05:44 | Precio A: 99.56 | Precio B: 100.48 | Diferencia: 0.92
2026-04-07 23:05:45 | Precio A: 100.61 | Precio B: 99.87 | Diferencia: -0.74
2026-04-07 23:05:46 | Precio A: 99.90 | Precio B: 101.09 | Diferencia: 1.19
2026-04-07 23:05:47 | Precio A: 100.42 | Precio B: 101.36 | Diferencia: 0.94
2026-04-07 23:05:48 | Precio A: 99.73 | Precio B: 99.42 | Diferencia: -0.30
2026-04-07 23:05:51 | Precio A: 99.20 | Precio B: 99.94 | Diferencia: 0.75
2026-04-07 23:05:52 | Precio A: 100.20 | Precio B: 99.74 | Diferencia: -0.46
2026-04-07 23:05:54 | Precio A: 99.41 | Precio B: 100.23 | Diferencia: 0.82
2026-04-07 23:05:56 | Precio A: 100.48 | Precio B: 101.20 | Diferencia: 0.72
2026-04-07 23:05:59 | Precio A: 99.22 | Precio B: 100.29 | Diferencia: 1.06
2026-04-07 23:06:01 | Precio A: 100.82 | Precio B: 100.35 | Diferencia: -0.47
2026-04-07 23:06:04 | Precio A: 100.77 | Precio B: 100.04 | Diferencia: -0.73
2026-04-07 23:06:05 | Precio A: 100.01 | Precio B: 99.45 | Diferencia: -0.56
2026-04-07 23:06:06 | Precio A: 100.62 | Precio B: 100.20 | Diferencia: -0.42
2026-04-07 23:06:07 | Precio A: 100.12 | Precio B: 100.69 | Diferencia: 0.57
2026-04-07 23:06:08 | Precio A: 99.43 | Precio B: 101.35 | Diferencia: 1.91
2026-04-07 23:06:09 | Precio A: 99.92 | Precio B: 99.55 | Diferencia: -0.36
2026-04-07 23:06:10 | Precio A: 99.48 | Precio B: 101.19 | Diferencia: 1.71
2026-04-07 23:06:11 | Precio A: 99.91 | Precio B: 100.69 | Diferencia: 0.78
2026-04-07 23:06:12 | Precio A: 99.75 | Precio B: 100.75 | Diferencia: 1.00
2026-04-07 23:06:14 | Precio A: 100.84 | Precio B: 99.44 | Diferencia: -1.40
2026-04-07 23:06:16 | Precio A: 100.78 | Precio B: 100.03 | Diferencia: -0.75
2026-04-07 23:06:17 | Precio A: 100.19 | Precio B: 99.47 | Diferencia: -0.72
2026-04-07 23:06:18 | Precio A: 99.77 | Precio B: 100.28 | Diferencia: 0.51
2026-04-07 23:06:19 | Precio A: 100.39 | Precio B: 99.94 | Diferencia: -0.45
2026-04-07 23:06:20 | Precio A: 100.54 | Precio B: 101.30 | Diferencia: 0.76
2026-04-07 23:06:21 | Precio A: 100.14 | Precio B: 101.24 | Diferencia: 1.10
2026-04-07 23:06:22 | Precio A: 99.84 | Precio B: 100.66 | Diferencia: 0.82
2026-04-07 23:06:23 | Precio A: 99.68 | Precio B: 101.25 | Diferencia: 1.57
2026-04-07 23:06:25 | Precio A: 99.97 | Precio B: 100.56 | Diferencia: 0.59
2026-04-07 23:06:26 | Precio A: 99.17 | Precio B: 101.19 | Diferencia: 2.01
2026-04-07 23:06:27 | Precio A: 99.27 | Precio B: 100.06 | Diferencia: 0.79
2026-04-07 23:06:29 | Precio A: 100.28 | Precio B: 101.20 | Diferencia: 0.93
2026-04-07 23:06:30 | Precio A: 100.62 | Precio B: 100.29 | Diferencia: -0.33
2026-04-07 23:06:31 | Precio A: 99.50 | Precio B: 100.92 | Diferencia: 1.42
2026-04-07 23:06:32 | Precio A: 99.67 | Precio B: 100.47 | Diferencia: 0.80
2026-04-07 23:06:33 | Precio A: 100.87 | Precio B: 99.64 | Diferencia: -1.23
2026-04-07 23:06:36 | Precio A: 100.65 | Precio B: 100.22 | Diferencia: -0.43
2026-04-07 23:06:37 | Precio A: 100.65 | Precio B: 101.16 | Diferencia: 0.51
2026-04-07 23:06:39 | Precio A: 100.28 | Precio B: 101.18 | Diferencia: 0.90
2026-04-07 23:06:42 | Precio A: 100.43 | Precio B: 99.89 | Diferencia: -0.54
2026-04-07 23:06:43 | Precio A: 99.20 | Precio B: 100.13 | Diferencia: 0.92
2026-04-07 23:06:46 | Precio A: 99.66 | Precio B: 101.32 | Diferencia: 1.65
2026-04-07 23:06:48 | Precio A: 99.91 | Precio B: 100.66 | Diferencia: 0.76
2026-04-07 23:06:49 | Precio A: 100.21 | Precio B: 100.87 | Diferencia: 0.67
2026-04-07 23:06:50 | Precio A: 99.24 | Precio B: 100.39 | Diferencia: 1.15
2026-04-07 23:06:52 | Precio A: 100.14 | Precio B: 100.95 | Diferencia: 0.81
2026-04-07 23:06:53 | Precio A: 99.69 | Precio B: 100.61 | Diferencia: 0.92
2026-04-07 23:06:54 | Precio A: 100.42 | Precio B: 99.99 | Diferencia: -0.42
2026-04-07 23:06:56 | Precio A: 100.30 | Precio B: 101.28 | Diferencia: 0.98
2026-04-07 23:06:58 | Precio A: 100.43 | Precio B: 100.01 | Diferencia: -0.43
2026-04-07 23:06:59 | Precio A: 99.85 | Precio B: 100.81 | Diferencia: 0.96
2026-04-07 23:07:00 | Precio A: 99.00 | Precio B: 99.61 | Diferencia: 0.61
2026-04-07 23:07:01 | Precio A: 100.37 | Precio B: 100.87 | Diferencia: 0.50
2026-04-07 23:07:02 | Precio A: 99.53 | Precio B: 101.23 | Diferencia: 1.70
2026-04-07 23:07:03 | Precio A: 100.92 | Precio B: 100.36 | Diferencia: -0.55
2026-04-07 23:07:04 | Precio A: 99.32 | Precio B: 100.68 | Diferencia: 1.36
2026-04-07 23:07:05 | Precio A: 100.03 | Precio B: 100.37 | Diferencia: 0.34
2026-04-07 23:07:06 | Precio A: 100.25 | Precio B: 100.56 | Diferencia: 0.31
2026-04-07 23:07:07 | Precio A: 99.33 | Precio B: 100.36 | Diferencia: 1.03
2026-04-07 23:07:11 | Precio A: 99.28 | Precio B: 100.00 | Diferencia: 0.72
2026-04-07 23:07:12 | Precio A: 99.66 | Precio B: 100.89 | Diferencia: 1.23
2026-04-07 23:07:13 | Precio A: 100.97 | Precio B: 100.18 | Diferencia: -0.79
2026-04-07 23:07:14 | Precio A: 100.50 | Precio B: 101.22 | Diferencia: 0.72
2026-04-07 23:07:15 | Precio A: 99.16 | Precio B: 99.95 | Diferencia: 0.80
2026-04-07 23:07:16 | Precio A: 100.77 | Precio B: 101.35 | Diferencia: 0.59
2026-04-07 23:07:17 | Precio A: 100.35 | Precio B: 100.73 | Diferencia: 0.38
2026-04-07 23:07:19 | Precio A: 100.78 | Precio B: 100.13 | Diferencia: -0.65
2026-04-07 23:07:20 | Precio A: 99.42 | Precio B: 101.29 | Diferencia: 1.87
2026-04-07 23:07:22 | Precio A: 99.78 | Precio B: 100.70 | Diferencia: 0.92
2026-04-07 23:07:24 | Precio A: 100.46 | Precio B: 100.93 | Diferencia: 0.47
2026-04-07 23:07:26 | Precio A: 100.37 | Precio B: 100.74 | Diferencia: 0.37
2026-04-07 23:07:27 | Precio A: 100.05 | Precio B: 100.38 | Diferencia: 0.33
2026-04-07 23:07:28 | Precio A: 99.81 | Precio B: 99.49 | Diferencia: -0.32
2026-04-07 23:07:29 | Precio A: 99.06 | Precio B: 100.26 | Diferencia: 1.20
2026-04-07 23:07:31 | Precio A: 99.23 | Precio B: 99.83 | Diferencia: 0.59
2026-04-07 23:07:32 | Precio A: 99.43 | Precio B: 100.13 | Diferencia: 0.70
2026-04-07 23:07:33 | Precio A: 99.93 | Precio B: 100.44 | Diferencia: 0.52
2026-04-07 23:07:37 | Precio A: 100.67 | Precio B: 100.09 | Diferencia: -0.58
2026-04-07 23:07:38 | Precio A: 100.64 | Precio B: 99.85 | Diferencia: -0.79
2026-04-07 23:07:39 | Precio A: 100.04 | Precio B: 100.90 | Diferencia: 0.86
2026-04-07 23:07:40 | Precio A: 99.51 | Precio B: 100.72 | Diferencia: 1.22
2026-04-07 23:07:41 | Precio A: 99.95 | Precio B: 100.62 | Diferencia: 0.67
2026-04-07 23:07:42 | Precio A: 100.87 | Precio B: 100.17 | Diferencia: -0.69
2026-04-07 23:07:43 | Precio A: 99.23 | Precio B: 100.86 | Diferencia: 1.63
2026-04-07 23:07:44 | Precio A: 99.36 | Precio B: 101.02 | Diferencia: 1.66
2026-04-07 23:07:45 | Precio A: 99.44 | Precio B: 101.29 | Diferencia: 1.85
2026-04-07 23:07:48 | Precio A: 100.42 | Precio B: 99.89 | Diferencia: -0.53
2026-04-07 23:07:49 | Precio A: 99.38 | Precio B: 100.28 | Diferencia: 0.89
2026-04-07 23:07:50 | Precio A: 99.62 | Precio B: 100.39 | Diferencia: 0.77
2026-04-07 23:07:53 | Precio A: 100.97 | Precio B: 100.17 | Diferencia: -0.80
2026-04-07 23:07:54 | Precio A: 99.49 | Precio B: 100.58 | Diferencia: 1.08
2026-04-07 23:07:55 | Precio A: 100.82 | Precio B: 99.93 | Diferencia: -0.89
2026-04-07 23:07:58 | Precio A: 99.90 | Precio B: 100.45 | Diferencia: 0.55
2026-04-07 23:07:59 | Precio A: 100.01 | Precio B: 99.58 | Diferencia: -0.43
2026-04-07 23:08:00 | Precio A: 99.99 | Precio B: 100.93 | Diferencia: 0.94
2026-04-07 23:08:01 | Precio A: 100.23 | Precio B: 100.89 | Diferencia: 0.65
2026-04-07 23:08:03 | Precio A: 99.86 | Precio B: 100.70 | Diferencia: 0.85
2026-04-07 23:08:04 | Precio A: 100.59 | Precio B: 101.37 | Diferencia: 0.78
2026-04-07 23:08:05 | Precio A: 99.08 | Precio B: 99.56 | Diferencia: 0.48
2026-04-07 23:08:06 | Precio A: 100.80 | Precio B: 99.42 | Diferencia: -1.38
2026-04-07 23:08:07 | Precio A: 100.12 | Precio B: 101.16 | Diferencia: 1.03
2026-04-07 23:08:08 | Precio A: 99.71 | Precio B: 100.91 | Diferencia: 1.20
2026-04-07 23:08:11 | Precio A: 100.77 | Precio B: 100.40 | Diferencia: -0.37
2026-04-07 23:08:12 | Precio A: 100.69 | Precio B: 100.21 | Diferencia: -0.48
2026-04-07 23:08:13 | Precio A: 99.46 | Precio B: 100.45 | Diferencia: 0.99
2026-04-07 23:08:14 | Precio A: 100.23 | Precio B: 99.84 | Diferencia: -0.39
2026-04-07 23:08:15 | Precio A: 100.46 | Precio B: 101.10 | Diferencia: 0.64
2026-04-07 23:08:16 | Precio A: 100.25 | Precio B: 99.64 | Diferencia: -0.62
2026-04-07 23:08:17 | Precio A: 99.48 | Precio B: 100.68 | Diferencia: 1.20
2026-04-07 23:08:18 | Precio A: 100.61 | Precio B: 101.35 | Diferencia: 0.74
2026-04-07 23:08:20 | Precio A: 99.38 | Precio B: 101.01 | Diferencia: 1.63
2026-04-07 23:08:22 | Precio A: 99.13 | Precio B: 99.89 | Diferencia: 0.76
2026-04-07 23:08:23 | Precio A: 100.60 | Precio B: 101.19 | Diferencia: 0.60
2026-04-07 23:08:24 | Precio A: 100.10 | Precio B: 99.67 | Diferencia: -0.43
2026-04-07 23:08:26 | Precio A: 99.12 | Precio B: 99.66 | Diferencia: 0.54
2026-04-07 23:08:27 | Precio A: 99.82 | Precio B: 101.15 | Diferencia: 1.33
2026-04-07 23:08:29 | Precio A: 99.94 | Precio B: 101.12 | Diferencia: 1.19
2026-04-07 23:08:30 | Precio A: 99.63 | Precio B: 101.12 | Diferencia: 1.48
2026-04-07 23:08:31 | Precio A: 99.64 | Precio B: 100.31 | Diferencia: 0.67
2026-04-07 23:08:32 | Precio A: 100.41 | Precio B: 99.97 | Diferencia: -0.44
2026-04-07 23:08:33 | Precio A: 99.70 | Precio B: 100.86 | Diferencia: 1.16
2026-04-07 23:08:35 | Precio A: 100.48 | Precio B: 99.93 | Diferencia: -0.54
2026-04-07 23:08:36 | Precio A: 100.53 | Precio B: 101.01 | Diferencia: 0.48
2026-04-07 23:08:37 | Precio A: 99.04 | Precio B: 101.29 | Diferencia: 2.25
2026-04-07 23:08:38 | Precio A: 100.80 | Precio B: 99.65 | Diferencia: -1.14
2026-04-07 23:08:39 | Precio A: 99.41 | Precio B: 100.27 | Diferencia: 0.86
2026-04-07 23:08:40 | Precio A: 100.08 | Precio B: 100.67 | Diferencia: 0.59
2026-04-07 23:08:41 | Precio A: 99.12 | Precio B: 101.26 | Diferencia: 2.14
2026-04-07 23:08:45 | Precio A: 100.57 | Precio B: 99.69 | Diferencia: -0.88
2026-04-07 23:08:46 | Precio A: 99.20 | Precio B: 101.32 | Diferencia: 2.12
2026-04-07 23:08:47 | Precio A: 99.50 | Precio B: 100.21 | Diferencia: 0.71
2026-04-07 23:08:48 | Precio A: 99.35 | Precio B: 100.84 | Diferencia: 1.49
2026-04-07 23:08:50 | Precio A: 100.54 | Precio B: 101.24 | Diferencia: 0.70
2026-04-07 23:08:51 | Precio A: 100.60 | Precio B: 99.43 | Diferencia: -1.17
2026-04-07 23:08:52 | Precio A: 99.98 | Precio B: 100.66 | Diferencia: 0.69
2026-04-07 23:08:53 | Precio A: 99.56 | Precio B: 101.05 | Diferencia: 1.48
2026-04-07 23:08:55 | Precio A: 100.73 | Precio B: 100.04 | Diferencia: -0.69
2026-04-07 23:08:57 | Precio A: 99.22 | Precio B: 100.64 | Diferencia: 1.42
2026-04-07 23:08:58 | Precio A: 100.07 | Precio B: 100.53 | Diferencia: 0.46
2026-04-07 23:08:59 | Precio A: 99.13 | Precio B: 99.58 | Diferencia: 0.44
2026-04-07 23:09:00 | Precio A: 99.01 | Precio B: 101.19 | Diferencia: 2.18
2026-04-07 23:09:01 | Precio A: 99.54 | Precio B: 100.98 | Diferencia: 1.44
2026-04-07 23:09:02 | Precio A: 99.82 | Precio B: 101.17 | Diferencia: 1.35
2026-04-07 23:09:04 | Precio A: 100.14 | Precio B: 100.64 | Diferencia: 0.50
2026-04-07 23:09:06 | Precio A: 99.23 | Precio B: 99.66 | Diferencia: 0.42
2026-04-07 23:09:07 | Precio A: 99.41 | Precio B: 101.26 | Diferencia: 1.85
2026-04-07 23:09:08 | Precio A: 99.96 | Precio B: 101.12 | Diferencia: 1.16
2026-04-07 23:09:10 | Precio A: 99.10 | Precio B: 101.13 | Diferencia: 2.04
2026-04-07 23:09:11 | Precio A: 100.09 | Precio B: 99.47 | Diferencia: -0.62
2026-04-07 23:09:12 | Precio A: 100.79 | Precio B: 100.43 | Diferencia: -0.37
2026-04-07 23:09:13 | Precio A: 99.26 | Precio B: 99.96 | Diferencia: 0.70
2026-04-07 23:09:15 | Precio A: 99.85 | Precio B: 99.54 | Diferencia: -0.30
2026-04-07 23:09:18 | Precio A: 99.52 | Precio B: 101.13 | Diferencia: 1.61
2026-04-07 23:09:20 | Precio A: 100.60 | Precio B: 99.86 | Diferencia: -0.73
2026-04-07 23:09:21 | Precio A: 99.21 | Precio B: 100.61 | Diferencia: 1.41
2026-04-07 23:09:22 | Precio A: 100.53 | Precio B: 100.13 | Diferencia: -0.40
2026-04-07 23:09:23 | Precio A: 99.17 | Precio B: 100.98 | Diferencia: 1.81
2026-04-07 23:09:24 | Precio A: 100.75 | Precio B: 101.19 | Diferencia: 0.44
2026-04-07 23:09:28 | Precio A: 99.27 | Precio B: 100.85 | Diferencia: 1.58
2026-04-07 23:09:29 | Precio A: 99.29 | Precio B: 99.99 | Diferencia: 0.70
2026-04-07 23:09:30 | Precio A: 99.27 | Precio B: 100.08 | Diferencia: 0.81
2026-04-07 23:09:31 | Precio A: 100.65 | Precio B: 101.02 | Diferencia: 0.38
2026-04-07 23:09:32 | Precio A: 99.07 | Precio B: 101.09 | Diferencia: 2.02
2026-04-07 23:09:33 | Precio A: 99.38 | Precio B: 101.17 | Diferencia: 1.79
2026-04-07 23:09:37 | Precio A: 100.85 | Precio B: 100.17 | Diferencia: -0.67
2026-04-07 23:09:38 | Precio A: 100.88 | Precio B: 99.88 | Diferencia: -1.00
2026-04-07 23:09:41 | Precio A: 99.88 | Precio B: 100.77 | Diferencia: 0.89
2026-04-07 23:09:42 | Precio A: 99.07 | Precio B: 100.91 | Diferencia: 1.84
2026-04-07 23:09:43 | Precio A: 99.11 | Precio B: 99.76 | Diferencia: 0.65
2026-04-07 23:09:44 | Precio A: 99.09 | Precio B: 99.44 | Diferencia: 0.35
